"title","subtitle","authors","categories","thumbnail","description","published_year","average_rating","num_pages","short_descript"
"CliffsComplete The Adventures of Huckleberry Finn","","Mark Twain","Fiction","http://books.google.com/books/content?id=d7DG3fAX7sAC&printsec=frontcover&img=1&zoom=1&source=gbs_api","In the CliffsComplete guides, the novel's complete text and a glossary appear side-by-side with coordinating numbered lines to help you understand unusual words and phrasing. You'll also find all the commentary and resources of a standard CliffsNotes for Literature. CliffsComplete Adventures of Huckleberry Finn offers insight and information into a work that's rich both dramatically and thematically. Every generation since its publication has been able to identify with some of the novel's themes, including freedom, society versus conscience, and greed. Follow the Mississippi River adventures of this mischief-making Huck Finn and the runaway slave Jim â€” and save valuable studying time â€” all at once. Enhance your reading of The Adventures of Huckleberry Finn with these additional features: A summary and insightful commentary for each chapter Bibliography and historical background on the author, Mark Twain A look at 18th-century life and society Coverage of Twain's writing and the reaction to the novel A character map that graphically illustrates the relationships among the characters Review questions, a quiz, discussion guide, and activity ideas A Resource Center full of books, articles, films, and Web sites Streamline your literature study with all-in-one help from CliffsComplete guides!","2001","3.81","264","In the CliffsComplete guides, the novel's complete text and a glossary appear side-by-side with coordinating numbered lines to help you understand unusual words and phrasing. You'll also find all the "
"Reinventing Jesus","How Contemporary Skeptics Miss the Real Jesus and Mislead Popular Culture","J. Ed Komoszewski;M. James Sawyer;Daniel B. Wallace","Religion","http://books.google.com/books/content?id=D7ecngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","Reinventing Jesus cuts through the rhetoric of extreme doubt to reveal the profound credibility of historic Christianity. Meticulously researched yet eminently readable, this book invites a wide audience to take a firsthand look at the primary evidence for Christianity's origins.","2006","4.19","347","Reinventing Jesus cuts through the rhetoric of extreme doubt to reveal the profound credibility of historic Christianity. Meticulously researched yet eminently readable, this book invites a wide audie"
"Oh My Stars","A Novel","Lorna Landvik","Fiction","http://books.google.com/books/content?id=d7IcpYWCBFwC&printsec=frontcover&img=1&zoom=1&source=gbs_api","In a novel set during the early days of rock 'n' roll, Violet Mathers, a down-and-out woman, becomes embroiled with a handsome musical pioneer.","2005","3.89","416","In a novel set during the early days of rock 'n' roll, Violet Mathers, a down-and-out woman, becomes embroiled with a handsome musical pioneer."
"Strangers in Paradise","","Terry Moore","Comics & Graphic Novels","http://books.google.com/books/content?id=d7kLuwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","Chronicles the relationship between three friends--Katchoo, Francine, and David--and the people they fall in and out of love with.","2005","4.38","392","Chronicles the relationship between three friends--Katchoo, Francine, and David--and the people they fall in and out of love with."
"The Hitchhiker's Guide to the Galaxy","","Douglas Adams","Fiction","http://books.google.com/books/content?id=D7REPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","Chronicles the journeys, notions, and acquaintances of reluctant galactic traveler Arthur Dent, accompanied by never-before-published material from the late author's archives as well as commentary by famous fans.","1979","4.22","271","Chronicles the journeys, notions, and acquaintances of reluctant galactic traveler Arthur Dent, accompanied by never-before-published material from the late author's archives as well as commentary by "
"Underworld","","Greg Cox;Danny McBride","Fiction","http://books.google.com/books/content?id=d8-KkRoDIKkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","The centuries-long struggle between vampires and their sworn enemies, the werewolves, takes a bizarre turn in modern-day Budapest when vampire warrior Selene, a Death Dealer, finds herself drawn to Michael, an inncent American recently infected with the lupine curse. Original. (A Sony Pictures film, written by Danny McBride, releasing September 2003, starring Kate Beckinsale, Scott Speedman, Shane Brolly, Robby Gee, Erwin Leder, Wentworth Miller, Sophia Myles, Bill Nighy, & Michael Sheen) (Horror)","2003","4.09","384","The centuries-long struggle between vampires and their sworn enemies, the werewolves, takes a bizarre turn in modern-day Budapest when vampire warrior Selene, a Death Dealer, finds herself drawn to Mi"
"The Collected Poems of Wilfred Owen","","Wilfred Owen","Poetry","http://books.google.com/books/content?id=d80bBFrpZPoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","Introduced by a discussion of Owen's poetry and early life, this edition includes youthful and minor verses and the war poems based on manuscripts in the British Museum","1965","4.33","192","Introduced by a discussion of Owen's poetry and early life, this edition includes youthful and minor verses and the war poems based on manuscripts in the British Museum"
"Aches & Pains","","Maeve Binchy","Humor","http://books.google.com/books/content?id=D8CPSJ-g3XIC&printsec=frontcover&img=1&zoom=1&source=gbs_api","Takes a humorous view of medical care, hospital stays, and convalescence.","2000","3.54","99","Takes a humorous view of medical care, hospital stays, and convalescence."
"The Nightmare Years, 1930-1940","","William L. Shirer","History","http://books.google.com/books/content?id=d8FVAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","At the Nuremberg rallies, when Hitler roared through the streets elebrating his newly-won domination of Germany, Shirer was there. In Munich, as Chamberlain abandoned the Czechs, Shirer was there. In Vienna during the night of the Anschluss, in Berlin, when Hitler loosed his Blitzkrieg on Poland and began the war, Shirer was there. Through articles, translations of Hitler's speeches, and his own broadcasts, Shirer tried to warn the Western world of the terrible evil that was arising in Germany. The Nightmare Years is his witness to these years in which a collective madness gripped the German soul as it lurched towards war and Armageddon.","2001","4.23","654","At the Nuremberg rallies, when Hitler roared through the streets elebrating his newly-won domination of Germany, Shirer was there. In Munich, as Chamberlain abandoned the Czechs, Shirer was there. In "
"Quidditch Through the Ages","","J. K. Rowling","Animals, Mythical","http://books.google.com/books/content?id=d9-FwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","A history of the sport Quidditch, answering such questions such as where the Golden Snitch came from, or why the Wigtown Wanderers have meat cleavers on their robes.","2001","4.4","240","A history of the sport Quidditch, answering such questions such as where the Golden Snitch came from, or why the Wigtown Wanderers have meat cleavers on their robes."
"On Writing","","Stephen King","Biography & Autobiography","http://books.google.com/books/content?id=d999Z2KbZJYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","The author shares his insights into the craft of writing and offers a humorous perspective on his own experience as a writer.","2002","4.33","320","The author shares his insights into the craft of writing and offers a humorous perspective on his own experience as a writer."
